사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020053000100068,2020년 5월 30일 04시,토요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,경상,승용,남,46세,기타불명
2020053000100452,2020년 5월 30일 16시,토요일,경상남도 밀양시 삼문동,중상사고,0,1,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,부상신고,승용,여,51세,중상
2020053000100607,2020년 5월 30일 21시,토요일,경상남도 밀양시 단장면,중상사고,0,2,3,1,차대차 - 측면충돌,중앙선침범,건조,흐림,단일로 - 기타,승용,남,66세,상해없음,승용,남,29세,중상
2020053100100145,2020년 5월 31일 11시,일요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,특수,남,48세,상해없음,승용,여,26세,경상
2020053100100239,2020년 5월 31일 14시,일요일,경상남도 밀양시 청도면,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,34세,경상
2020053100100267,2020년 5월 31일 15시,일요일,경상남도 밀양시 부북면,중상사고,0,1,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,기타 - 기타,승용,여,61세,상해없음,이륜,남,71세,중상
2020060200100111,2020년 6월 2일 08시,화요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,승용,여,35세,경상
2020060200100261,2020년 6월 2일 12시,화요일,경상남도 밀양시 삼랑진읍,중상사고,0,2,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,승용,여,76세,중상
2020060400100446,2020년 6월 4일 17시,목요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,72세,상해없음,승용,남,78세,경상
2020060500100179,2020년 6월 5일 10시,금요일,경상남도 밀양시 청도면,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,85세,부상신고
2020060600100162,2020년 6월 6일 10시,토요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,53세,상해없음,승용,남,43세,경상
2020060600100389,2020년 6월 6일 16시,토요일,경상남도 밀양시 삼문동,경상사고,0,0,5,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,여,30세,경상
2020060700100100,2020년 6월 7일 08시,일요일,경상남도 밀양시 삼문동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,25세,부상신고,승용,여,47세,상해없음
2020060800100210,2020년 6월 8일 10시,월요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,승용,여,75세,경상
2020060900100124,2020년 6월 9일 08시,화요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,8세,중상
2020060900100401,2020년 6월 9일 15시,화요일,경상남도 밀양시 삼문동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,37세,부상신고,승합,남,34세,상해없음
2020060900100555,2020년 6월 9일 18시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,승용,남,28세,경상
2020061100100103,2020년 6월 11일 07시,목요일,경상남도 밀양시 무안면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,79세,중상
2020061100100193,2020년 6월 11일 10시,목요일,경상남도 밀양시 초동면,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,이륜,남,77세,중상
2020061300100121,2020년 6월 13일 07시,토요일,경상남도 밀양시 삼랑진읍,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,젖음/습기,맑음,단일로 - 지하차도(도로)내,자전거,남,73세,사망,,,,
